i_o_read,i_o_write,memory,network_outgoing_pod-pod-1,network_outgoing_pod-pod-2,network_outgoing_pod-pod-3,network_outgoing_pod-pod-4,network_outgoing_pod-pod-5,network_outgoing_pod-pod-6,network_outgoing_pod-pod-7,network_outgoing_pod-pod-8,network_outgoing_pod-pod-9,network_outgoing_pod-pod-10,network_outgoing_pod-pod-11,network_outgoing_pod-pod-12,network_outgoing_pod-pod-13,network_outgoing_system,cpu_pod-pod-1,cpu_pod-pod-2,cpu_pod-pod-3,cpu_pod-pod-4,cpu_pod-pod-5,cpu_pod-pod-6,cpu_pod-pod-7,cpu_pod-pod-8,cpu_pod-pod-9,cpu_pod-pod-10,cpu_pod-pod-11,cpu_pod-pod-12,cpu_pod-pod-13,cpu_system
1485,1611,12914855936,3779,11989,13199,20632,1096,313343,,19950,1152,75384,9666,3055.0,4060,477306,0.0124,0.0738,0.0195,0.197,0.00716,0.123,,0.0825,0.0365,0.0501,0.0449,0.00514,0.0102,0.0552
1494,1622,12917080064,3779,11989,13199,20632,1098,313343,,20072,1152,75384,9666,2963.0,4063,477340,0.0124,0.0738,0.0195,0.197,0.00716,0.12,,0.0827,0.0362,0.0502,0.0449,0.00514,0.0103,0.0549
1494,1585,12915372032,3779,12029,13199,20632,1103,313343,,20072,1152,75384,9670,3055.0,4063,477481,0.0125,0.0738,0.0195,0.197,0.00716,0.123,,0.0827,0.0381,0.0502,0.0449,0.00514,0.0103,0.0553
1478,1585,12917645312,3779,12029,13199,20636,1103,302930,,20072,1159,75384,9670,3055.0,4063,467079,0.0125,0.0738,0.0195,0.197,0.00719,0.123,,0.0827,0.0381,0.0502,0.0433,0.00514,0.0103,0.0552
1497,1585,12920135680,3779,12029,13199,20611,1103,314360,,20072,1130,75458,9670,3055.0,4063,478530,0.0125,0.0729,0.0195,0.19,0.00719,0.123,,0.0827,0.0381,0.0504,0.0436,0.00514,0.0103,0.0547
1497,1585,12922339328,3783,12029,13199,20611,1103,314360,,20082,1166,72908,9668,3055.0,4063,476029,0.0125,0.0729,0.0195,0.189,0.00718,0.123,,0.0827,0.0381,0.0504,0.045,0.00514,0.0103,0.0547
1511,1622,12920045568,3783,12029,12764,20611,1103,314360,,20082,1166,75600,9668,3055.0,4063,478286,0.0125,0.0729,0.0195,0.196,0.00718,0.123,,0.0827,0.0368,0.0504,0.045,0.00514,0.0103,0.0551
1530,1646,12921188352,3783,12029,13201,20611,1103,315086,,20082,1166,75600,9668,3063.0,4073,479466,0.0124,0.0738,0.0195,0.196,0.00718,0.123,,0.0827,0.038,0.0504,0.045,0.005,0.0103,0.0553
1489,1675,12925804544,3783,12029,13201,20611,1103,315086,,20082,1166,75600,9720,3063.0,4073,479518,0.0124,0.0738,0.0195,0.196,0.00718,0.123,,0.0827,0.0379,0.0504,0.0451,0.00518,0.0103,0.0553
1475,1629,12930813952,3783,12065,13198,20611,1070,314864,,20082,1160,75837,9720,3063.0,4073,479526,0.0124,0.0738,0.0195,0.19,0.00718,0.119,,0.0831,0.0379,0.0504,0.0451,0.00518,0.0103,0.0545
1495,1584,12935831552,3783,11697,13198,20634,1107,314864,,20222,1160,75837,9720,3077.0,4073,479374,0.0124,0.0738,0.0195,0.196,0.00712,0.12,,0.0806,0.0379,0.0504,0.0451,0.00517,0.0103,0.0549
1511,1584,12936912896,3783,12059,13198,19987,1107,314864,,20222,1160,75837,9716,3077.0,4073,479083,0.0125,0.0738,0.0194,0.196,0.00712,0.124,,0.083,0.0379,0.0504,0.0451,0.00517,0.0103,0.0554
1495,1584,12936871936,3783,12059,13198,20725,1107,314864,,20337,1160,75837,9716,3077.0,4073,479936,0.0125,0.0738,0.0187,0.196,0.00712,0.124,,0.083,0.0379,0.0486,0.0451,0.00517,0.0103,0.0552
1483,1618,12938665984,3795,12059,13122,20725,1107,315523,,20337,1156,75690,9716,3077.0,4057,480365,0.0125,0.0743,0.0192,0.191,0.00712,0.124,,0.083,0.0379,0.0489,0.0452,0.00517,0.0103,0.0548
1483,1618,12938096640,3802,12059,13122,20725,1107,315523,,20337,1156,75690,9716,3077.0,4053,480367,0.0125,0.0744,0.0192,0.189,0.00706,0.124,,0.083,0.0379,0.0506,0.0451,0.00517,0.0103,0.0549
1485,1618,12937895936,3802,12059,13073,20725,1105,315523,,20337,1156,75690,9716,3079.0,4053,480317,0.0125,0.0744,0.0192,0.196,0.00706,0.124,,0.083,0.0354,0.0506,0.0451,0.00517,0.0103,0.0552
1465,1605,12938579968,3802,12059,13073,20725,1105,315523,,20337,1156,75809,9735,2970.0,4053,480346,0.0125,0.0744,0.0192,0.196,0.00703,0.124,,0.083,0.0376,0.0506,0.0451,0.00496,0.0103,0.0554
1478,1611,12937814016,3802,12055,13073,20725,1105,315788,,20287,1157,75809,9759,3080.0,4053,480692,0.012,0.0744,0.0184,0.196,0.00703,0.124,,0.083,0.0376,0.0506,0.0451,0.00499,0.0103,0.0553
1508,1610,12941549568,3802,12055,13073,20834,1103,315788,,20287,1157,75809,9759,3080.0,4053,480800,0.0125,0.0744,0.019,0.191,0.00703,0.124,,0.083,0.0376,0.0506,0.0451,0.00499,0.0103,0.0549
1489,1607,12944470016,3802,12086,13073,20834,1103,307091,,20287,1157,75809,9759,3080.0,4053,472134,0.0125,0.0744,0.0189,0.196,0.00703,0.124,,0.083,0.0376,0.0506,0.0452,0.00516,0.0103,0.0554
1501,1634,12940779520,3802,12086,13088,20834,1103,316245,,20311,1157,75809,9759,3080.0,4046,481319,0.0125,0.0744,0.0189,0.196,0.00704,0.124,,0.083,0.0376,0.0506,0.0453,0.00516,0.0103,0.0554
1488,1601,12939767808,3657,12086,12491,20075,1103,316245,,20311,1157,76024,9759,3080.0,4035,480021,0.0125,0.0736,0.0189,0.196,0.00704,0.124,,0.083,0.0376,0.0509,0.0453,0.00516,0.0103,0.0554
1493,1601,12938772480,3697,12086,12899,20771,1103,316245,,20311,1157,76024,9759,3067.0,4035,481153,0.0125,0.071,0.0189,0.196,0.00704,0.124,,0.083,0.0376,0.0489,0.0453,0.00516,0.00988,0.055
1505,1601,12936990720,3811,12086,12899,20771,1103,316245,,20311,1157,76024,9759,3067.0,4035,481267,0.0125,0.0743,0.0189,0.196,0.00704,0.124,,0.083,0.0366,0.0492,0.0453,0.00516,0.0102,0.0552
1492,1601,12937547776,3811,12086,12899,20771,1100,307395,,20311,1157,76024,9762,3067.0,4035,472418,0.0125,0.0743,0.0189,0.196,0.007,0.124,,0.083,0.036,0.0509,0.0453,0.00516,0.0102,0.0553
1510,1601,12938383360,3811,12080,12899,20771,1100,305287,,20311,1140,76024,9762,3062.0,4035,470282,0.0125,0.0743,0.0189,0.196,0.007,0.124,,0.083,0.0372,0.0509,0.0453,0.00516,0.0102,0.0554
1518,1637,12932542464,3811,12054,12899,20771,1100,303179,,19554,1140,76024,9762,3062.0,4035,467391,0.0125,0.0743,0.0188,0.196,0.007,0.124,,0.0831,0.0372,0.0509,0.0454,0.00516,0.0102,0.0554
1518,1637,12933910528,3811,12054,12899,20823,1100,315899,,20359,1140,76024,9762,3062.0,4019,480953,0.0125,0.0747,0.0188,0.196,0.007,0.124,,0.0831,0.0372,0.0509,0.044,0.00516,0.0102,0.0553
1492,1577,12933087232,3811,12054,12511,20823,1099,315899,,20414,1140,75998,9762,3062.0,4019,480592,0.0126,0.0747,0.0186,0.19,0.00676,0.124,,0.0829,0.0372,0.0509,0.0437,0.00516,0.0102,0.0547
1481,1583,12928815104,3811,12054,12819,20823,1099,315899,,20414,1140,75998,9762,3075.0,4021,480915,0.0126,0.0747,0.0186,0.196,0.00691,0.124,,0.0829,0.0372,0.0492,0.0453,0.00516,0.0102,0.0553
1481,1610,12933996544,3683,12054,12942,20856,1099,315899,,20414,1140,75998,9762,3075.0,4021,480942,0.0126,0.0747,0.0186,0.196,0.00691,0.124,,0.0829,0.0372,0.0488,0.0453,0.00516,0.0099,0.0552
1494,1610,12936617984,3835,12055,12942,20856,1099,315899,,20414,1147,75998,9728,3078.0,4021,481071,0.0126,0.0742,0.0186,0.196,0.00691,0.121,,0.0829,0.0372,0.0507,0.0453,0.00516,0.00985,0.055
1483,1653,12937498624,3835,12055,12942,20856,1095,315899,,20414,1147,75998,9714,3078.0,4021,481054,0.0126,0.0742,0.0186,0.196,0.00692,0.124,,0.0829,0.0372,0.0507,0.0453,0.00515,0.0102,0.0554
1518,1653,12942774272,3835,12034,12942,20886,1095,315899,,19522,1144,75768,9714,3078.0,4006,479925,0.0126,0.0742,0.0187,0.197,0.00692,0.124,,0.083,0.0361,0.0507,0.0452,0.00515,0.0102,0.0553
1504,1616,12943081472,3835,12034,12942,20886,1095,315899,,20288,1144,75768,9714,3078.0,4006,480691,0.0126,0.0742,0.0187,0.197,0.00692,0.124,,0.083,0.0369,0.0507,0.0452,0.00513,0.0102,0.0554
1492,1574,12944793600,3835,12034,12942,20886,1099,314559,,20288,1144,75690,9714,3066.0,4006,479264,0.0126,0.0733,0.0187,0.197,0.00692,0.124,,0.083,0.0369,0.0507,0.0451,0.00513,0.0102,0.0553
1492,1574,12946550784,3835,12034,12942,20886,1099,314559,,20411,1114,75690,9714,3066.0,3991,479341,0.0116,0.0733,0.0187,0.197,0.00691,0.124,,0.0829,0.0369,0.0507,0.0451,0.00513,0.0102,0.0552
1490,1574,12942475264,3835,11985,12630,20877,1099,314559,,20411,1154,75690,9714,3066.0,3991,479012,0.012,0.0733,0.018,0.197,0.00691,0.124,,0.0829,0.0369,0.0507,0.0451,0.00513,0.0102,0.0551
1480,1610,12934598656,3835,11985,13055,20877,1098,314559,,20411,1154,75690,9674,3066.0,3991,479396,0.0125,0.0733,0.0186,0.197,0.00693,0.124,,0.0829,0.0369,0.0504,0.0451,0.00513,0.0101,0.0552
